year,title,url,datestamp,share_img,continent
2017,Can you place Puerto Rico on a map of the Caribbean?,http://interactive.nydailynews.com/quiz/map-quiz/puerto-rico/,20170929,http://interactive.nydailynews.com/quiz/map-quiz/puerto-rico/img/share.jpg,north-america
